8,5,3,9,1,4,6,7,2
4,7,9,6,2,3,5,8,1
6,1,2,5,7,8,4,9,3
2,3,1,8,9,6,7,5,4
5,6,4,2,3,7,9,1,8
9,8,7,4,5,1,3,2,6
1,9,5,3,6,2,8,4,7
7,4,6,1,8,9,2,3,5
3,2,8,7,4,5,1,6,9
